,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1323,13699,Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04
1324,8955,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15
1325,13666,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
1326,15542,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02
1327,14581,Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.03
1328,15473,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
1329,15473,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
1330,15711,Post Mortem,PC,2003,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
1331,2352,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89
1332,1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4
1333,863,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0.0,0.19,1.97
1334,231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62
1335,2259,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.92
1336,713,Call of Duty 3,Wii,2006,Shooter,Activision,1.19,0.84,0.0,0.23,2.26
1337,4752,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41
1338,1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58
1339,1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0.0,0.13,1.43
1340,1536,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.04,0.14,0.0,0.1,1.29
1341,2660,DJ Hero,Wii,2009,Misc,Activision,0.47,0.23,0.0,0.07,0.77
1342,1969,Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0.0,0.08,1.05
1343,2050,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.48,0.44,0.0,0.09,1.01
1344,2093,Band Hero,Wii,2009,Misc,Activision,0.6,0.3,0.0,0.09,0.99
1345,2189,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95
1346,5466,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.26,0.05,0.0,0.03,0.33
1347,4132,Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48
1348,3207,DJ Hero 2,Wii,2010,Misc,Activision,0.49,0.09,0.0,0.04,0.63
1349,3608,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.32,0.18,0.0,0.05,0.56
1350,2784,Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.36,0.3,0.0,0.08,0.74
1351,4300,iCarly,Wii,2009,Adventure,Activision,0.42,0.0,0.0,0.03,0.46
1352,6069,Shrek the Third,Wii,2007,Action,Activision,0.26,0.01,0.0,0.02,0.29
1353,3589,Tony Hawk: Shred,Wii,2010,Sports,Activision,0.41,0.11,0.0,0.04,0.56
1354,3622,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.56
1355,7691,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0.0,0.0,0.01,0.2
1356,4531,How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0.0,0.04,0.43
1357,6543,Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0.0,0.03,0.26
1358,6467,Skylanders: SuperChargers,Wii,2015,Action,Activision,0.05,0.19,0.0,0.02,0.26
1359,8839,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0.0,0.01,0.15
1360,6820,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.13,0.09,0.0,0.02,0.24
1361,5393,Bee Movie Game,Wii,2007,Action,Activision,0.31,0.01,0.0,0.03,0.34
1362,4646,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0.0,0.0,0.03,0.42
1363,6667,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25
1364,8880,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.15
1365,5782,Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision,0.23,0.05,0.0,0.02,0.31
1366,8127,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.1,0.07,0.0,0.02,0.18
1367,5303,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0.0,0.03,0.35
1368,5461,Wipeout 2,Wii,2011,Misc,Activision,0.31,0.0,0.0,0.02,0.33
1369,5996,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.14,0.12,0.0,0.03,0.29
1370,6226,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.15,0.1,0.0,0.03,0.28
1371,11101,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.0,0.01,0.09
1372,10309,X-Men: Destiny,Wii,2011,Action,Activision,0.08,0.02,0.0,0.01,0.11
1373,6722,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25
1374,6842,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24
1375,8503,Monster Jam,Wii,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.16
1376,7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23
1377,7696,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.2
1378,8782,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0.0,0.0,0.01,0.15
1379,7981,Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0.0,0.0,0.01,0.19
1380,8676,Arcade Zone,Wii,2009,Misc,Activision,0.14,0.0,0.0,0.01,0.16
1381,8697,Block Party,Wii,2008,Misc,Activision,0.14,0.0,0.0,0.01,0.16
1382,9380,Space Camp,Wii,2009,Action,Activision,0.12,0.0,0.0,0.01,0.13
1383,8894,DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.1,0.04,0.0,0.01,0.15
1384,9229,Science Papa,Wii,2009,Misc,Activision,0.12,0.01,0.0,0.01,0.14
1385,10107,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11
1386,10910,Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0.0,0.01,0.09
1387,11732,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.0,0.0,0.0,0.08
1388,3213,Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.54,0.05,0.0,0.04,0.63
1389,1946,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
1390,2290,Call of Duty: World at War,DS,2008,Shooter,Activision,0.57,0.26,0.0,0.08,0.91
1391,725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0.0,0.21,2.23
1392,381,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
1393,3986,Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.5
1394,1571,Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0.0,0.14,1.26
1395,3264,Wipeout: The Game,DS,2010,Misc,Activision,0.58,0.0,0.0,0.04,0.62
1396,1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21
1397,5777,Madagascar,DS,2005,Platform,Activision,0.25,0.04,0.0,0.03,0.31
1398,4376,Band Hero,DS,2009,Misc,Activision,0.21,0.19,0.0,0.05,0.45
1399,7561,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2
1400,4185,Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0.0,0.04,0.47
1401,2754,Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.42,0.26,0.0,0.07,0.75
1402,6517,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.17,0.07,0.0,0.02,0.26
1403,2811,iCarly,DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73
1404,8707,Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0.0,0.0,0.01,0.16
1405,12152,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07
1406,5840,Shrek the Third,DS,2006,Action,Activision,0.26,0.02,0.0,0.02,0.3
1407,5067,Monster Jam: Path of Destruction,DS,2010,Racing,Activision,0.35,0.0,0.0,0.02,0.38
1408,3661,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55
1409,3737,How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54
1410,6214,Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0.0,0.02,0.28
1411,3912,Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0.0,0.05,0.51
1412,8067,Shrek SuperSlam,DS,2005,Action,Activision,0.17,0.0,0.0,0.01,0.18
1413,4205,Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0.0,0.0,0.04,0.47
1414,7819,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19
1415,4372,Bee Movie Game,DS,2007,Action,Activision,0.41,0.0,0.0,0.03,0.45
1416,4462,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0.0,0.0,0.03,0.44
1417,4892,Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.37,0.0,0.0,0.03,0.39
1418,10403,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.11
1419,10613,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1
1420,6969,Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23
1421,10747,Rapala Pro Bass Fishing 2010,DS,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1
1422,5046,Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0.0,0.04,0.38
1423,6407,Wipeout 2,DS,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27
1424,6184,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0.0,0.0,0.02,0.28
1425,9044,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.0,0.01,0.14
1426,12463,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06
1427,7713,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2
1428,9174,Monster Jam,DS,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14
1429,12482,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06
1430,9493,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0.0,0.0,0.01,0.13
1431,8730,Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,0.13,0.02,0.0,0.01,0.15
1432,8703,Space Camp,DS,2009,Action,Activision,0.14,0.0,0.0,0.01,0.16
1433,9496,DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.09,0.03,0.0,0.01,0.13
1434,10344,Science Papa,DS,2009,Misc,Activision,0.09,0.01,0.0,0.01,0.11
1435,9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13
1436,9521,Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13
1437,12059,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
1438,11108,Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.06,0.02,0.0,0.01,0.09
1439,14573,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0.0,0.0,0.0,0.03
1440,11802,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0.0,0.0,0.01,0.07
1441,38,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.82,0.49,1.62,13.46
1442,41,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.98,4.44,0.48,1.83,12.73
1443,35,Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.88,0.65,2.52,14.03
1444,56,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.69,0.38,1.63,10.69
1445,68,Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.09,3.73,0.38,1.38,9.59
1446,121,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.1,2.3,0.28,1.04,6.72
1447,245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
1448,167,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0.0,0.84,5.43
1449,1026,Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73
1450,828,Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
1451,712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26
1452,1954,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.44,0.0,0.18,1.06
1453,3855,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.52
1454,1240,Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1455,4948,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
1456,4700,Destiny: The Taken King,PS3,2015,Shooter,Activision,0.16,0.17,0.02,0.06,0.41
1457,1849,Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.4,0.0,0.17,1.1
1458,2283,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.91
1459,2100,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99
1460,2293,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.91
1461,2955,Skylanders: Trap Team,PS3,2014,Action,Activision,0.24,0.33,0.0,0.12,0.69
1462,2523,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.35,0.0,0.14,0.82
1463,2735,Band Hero,PS3,2009,Misc,Activision,0.41,0.24,0.0,0.11,0.75
1464,3201,Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.63
1465,2761,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75
1466,2982,Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.12,0.68
1467,2738,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.09,0.75
1468,6177,Guitar Hero Live,PS3,2015,Misc,Activision,0.09,0.14,0.0,0.05,0.28
1469,6954,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.23
1470,2777,Blur,PS3,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74
1471,2846,James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72
1472,3172,Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.28,0.0,0.11,0.64
1473,3816,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.17,0.0,0.08,0.53
1474,8546,Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0.0,0.02,0.16
1475,6132,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.07,0.0,0.04,0.28
1476,6784,Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0.0,0.02,0.24
1477,8049,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.04,0.0,0.02,0.18
1478,5811,Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.06,0.0,0.03,0.31
1479,4886,Skylanders: SuperChargers,PS3,2015,Action,Activision,0.15,0.18,0.0,0.06,0.39
1480,4166,Deadpool,PS3,2013,Action,Activision,0.23,0.17,0.0,0.08,0.47
1481,5325,Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.23,0.07,0.0,0.04,0.35
1482,4349,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.13,0.0,0.06,0.45
1483,4741,Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.15,0.0,0.07,0.41
1484,6340,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.03,0.27
1485,6271,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.06,0.0,0.03,0.27
1486,5155,Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.19,0.0,0.07,0.37
1487,5541,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0.0,0.06,0.33
1488,9977,Wipeout 2,PS3,2011,Misc,Activision,0.11,0.0,0.0,0.01,0.12
1489,6223,Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.28
1490,6093,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.12,0.0,0.05,0.29
1491,6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0.0,0.05,0.27
1492,7054,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23
1493,6720,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0.0,0.03,0.25
1494,10582,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0.0,0.01,0.1
1495,10238,Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.07,0.0,0.02,0.11
1496,7304,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22
1497,8881,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0.0,0.01,0.15
1498,10770,NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0.0,0.0,0.01,0.1
1499,7974,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0.0,0.0,0.02,0.19
1500,9930,DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0.0,0.02,0.12
1501,11447,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08
1502,11767,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
1503,11547,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0.0,0.0,0.01,0.08
1504,12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05
1505,14106,Fast & Furious: Showdown,PS3,2013,Action,Activision,0.0,0.03,0.0,0.0,0.03
1506,15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.0,0.01,0.0,0.0,0.02
1507,30,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.03,4.28,0.13,1.32,14.76
1508,32,Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.67,3.73,0.11,1.13,14.64
1509,36,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.3,0.07,1.12,13.73
1510,37,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51
1511,62,Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
1512,71,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
1513,258,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31
1514,99,Call of Duty: World at War,X360,2008,Shooter,Activision,4.79,1.9,0.0,0.69,7.37
1515,873,Destiny,X360,2014,Shooter,Activision,1.3,0.49,0.0,0.16,1.95
1516,1318,Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45
1517,737,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2
1518,238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
1519,325,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78
1520,459,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05
1521,551,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
1522,614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
1523,843,Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
1524,5004,Destiny: The Taken King,X360,2015,Shooter,Activision,0.22,0.12,0.0,0.03,0.38
1525,1800,Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.14
1526,2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0.0,0.09,1.04
1527,1620,Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1.0,0.14,0.0,0.1,1.23
1528,6316,Gun,X360,2006,Shooter,Activision,0.24,0.01,0.0,0.02,0.27
1529,1957,DJ Hero,X360,2009,Misc,Activision,0.56,0.4,0.0,0.11,1.06
1530,2240,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0.0,0.08,0.93
1531,2407,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0.0,0.08,0.87
1532,2591,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0.0,0.07,0.8
1533,2562,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0.0,0.07,0.81
1534,2289,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91
1535,3509,Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0.0,0.04,0.57
1536,2512,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.82
1537,6922,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0.0,0.02,0.24
1538,6656,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0.0,0.03,0.25
1539,3371,Blur,X360,2010,Racing,Activision,0.25,0.28,0.0,0.06,0.6
1540,4102,James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.24,0.0,0.05,0.48
1541,2948,Shrek the Third,X360,2007,Action,Activision,0.54,0.1,0.0,0.06,0.69
1542,3584,Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0.0,0.06,0.56
1543,3179,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.12,0.0,0.05,0.64
1544,6437,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0.0,0.02,0.27
1545,6535,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.07,0.0,0.02,0.26
1546,9881,Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0.0,0.0,0.01,0.12
1547,9145,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.14
1548,8367,Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17
1549,4285,Skylanders: SuperChargers,X360,2015,Action,Activision,0.24,0.18,0.0,0.04,0.46
1550,4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0.0,0.04,0.46
1551,5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0.0,0.02,0.3
1552,4338,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0.0,0.04,0.45
1553,5189,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.09,0.0,0.03,0.36
1554,8322,Bee Movie Game,X360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17
1555,4426,Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.13,0.0,0.04,0.44
1556,8265,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.17
1557,4722,Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0.0,0.03,0.41
1558,8381,Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17
1559,4852,Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0.0,0.03,0.4
1560,5082,Quake 4,X360,2005,Shooter,Activision,0.32,0.03,0.0,0.03,0.38
1561,6054,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.13,0.0,0.03,0.29
1562,6017,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0.0,0.03,0.29
1563,6384,Wipeout 2,X360,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27
1564,5942,Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0.0,0.03,0.3
1565,6652,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25
1566,7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0.0,0.02,0.22
1567,6673,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25
1568,6900,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24
1569,7600,Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2
1570,11534,World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0.0,0.01,0.08
1571,10963,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.02,0.0,0.01,0.09
1572,8447,Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0.0,0.01,0.17
1573,7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0.0,0.01,0.2
1574,9832,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12
1575,9652,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
1576,9398,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
1577,12429,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06
1578,9241,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
1579,10252,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.01,0.0,0.01,0.11
1580,10599,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1
1581,12386,Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06
1582,10708,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1
