Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7680,b'Taiko Drum Master',b'PS2',2004,b'Misc',b'Namco Bandai Games',0.1,0.08,0.0,0.03,0.2
7681,b'High School Musical 3: Senior Year DANCE!',b'X360',2008,b'Misc',b'Disney Interactive Studios',0.18,0.0,0.0,0.01,0.2
7682,b'Harry Potter and the Goblet of Fire',b'PSP',2005,b'Action',b'Electronic Arts',0.17,0.01,0.0,0.02,0.2
7683,b'Bust-A-Move 2 Arcade Edition',b'PS',1995,b'Puzzle',b'Acclaim Entertainment',0.11,0.07,0.0,0.01,0.2
7684,b'South Park: The Stick of Truth',b'PC',2014,b'Role-Playing',b'Ubisoft',0.07,0.1,0.0,0.02,0.2
7685,"b""Tom Clancy's Splinter Cell: Essentials""",b'PSP',2006,b'Shooter',b'Ubisoft',0.17,0.01,0.0,0.02,0.2
7686,b'Tetris Worlds (Online Edition)',b'XB',2003,b'Puzzle',b'THQ',0.15,0.04,0.0,0.01,0.2
7687,b'Armored Core 4',b'PS3',2006,b'Simulation',b'505 Games',0.09,0.0,0.09,0.01,0.2
7688,b'Sleeping Dogs',b'XOne',2014,b'Action',b'Square Enix',0.1,0.09,0.0,0.02,0.2
7689,b'Forgotten Realms: Demon Stone',b'PS2',2004,b'Action',b'Atari',0.1,0.08,0.0,0.03,0.2
7690,b'Super Baseball Simulator 1.000',b'SNES',1991,b'Sports',b'Culture Brain',0.0,0.0,0.2,0.0,0.2
7691,b'Barbie Horse Adventures: Riding Camp',b'Wii',2008,b'Sports',b'Activision',0.18,0.0,0.0,0.01,0.2
7692,b'Resident Evil: Revelations',b'WiiU',2013,b'Action',b'Capcom',0.07,0.08,0.03,0.01,0.2
7693,b'Go Play: Lumberjacks',b'Wii',2009,b'Simulation',b'Majesco Entertainment',0.18,0.0,0.0,0.01,0.2
7694,b'Looney Tunes: Space Race',b'PS2',2002,b'Racing',b'Infogrames',0.1,0.08,0.0,0.03,0.2
7695,b'Puzzle Challenge: Crosswords and More!',b'PSP',2006,b'Puzzle',b'Crave Entertainment',0.18,0.0,0.0,0.01,0.2
7696,b'NASCAR Unleashed',b'Wii',2011,b'Racing',b'Activision',0.18,0.0,0.0,0.01,0.2
7697,b'Backyard Hockey',b'GBA',2003,b'Sports',b'Atari',0.14,0.05,0.0,0.0,0.2
7698,b'Playboy: The Mansion',b'PS2',2005,b'Simulation',b'Ubisoft',0.1,0.08,0.0,0.03,0.2
7699,b'Jikkyou Powerful Pro Yakyuu 2010',b'PSP',2010,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.2,0.0,0.2
7700,b'Shiren the Wanderer',b'Wii',2008,b'Role-Playing',b'Sega',0.08,0.0,0.11,0.01,0.2
7701,b'Ore no Shikabane o Koete Yuke',b'PSP',2011,b'Role-Playing',b'Sony Computer Entertainment',0.0,0.0,0.2,0.0,0.2
7702,b'Shaman King: Spirit of Shamans',b'PS',2002,b'Action',b'Namco Bandai Games',0.0,0.0,0.18,0.01,0.2
7703,b'Tiger Woods PGA Tour 06',b'PSP',2005,b'Sports',b'Electronic Arts',0.18,0.0,0.0,0.01,0.2
7704,b'Conan',b'X360',2007,b'Action',b'THQ',0.16,0.02,0.0,0.02,0.2
7705,b'Ratatouille',b'GBA',2007,b'Action',b'THQ',0.14,0.05,0.0,0.0,0.2
7706,b'The Fairly Odd Parents: Enter the Cleft',b'GBA',2002,b'Platform',b'THQ',0.14,0.05,0.0,0.0,0.2
7707,b'Warriors Orochi',b'X360',2007,b'Action',b'Tecmo Koei',0.17,0.01,0.0,0.02,0.2
7708,b'MC Groovz Dance Craze',b'GC',2004,b'Misc',b'Mad Catz',0.15,0.04,0.0,0.01,0.2
7709,b'The Thing',b'XB',2002,b'Adventure',b'Vivendi Games',0.15,0.04,0.0,0.01,0.2
7710,b'Tom and Jerry in House Trap',b'PS',2000,b'Action',b'Ubisoft',0.11,0.07,0.0,0.01,0.2
7711,b'Power Rangers: Time Force',b'GBA',2001,b'Action',b'THQ',0.14,0.05,0.0,0.0,0.2
7712,b'101-in-1 Explosive Megamix',b'DS',2008,b'Puzzle',b'Nordcurrent',0.05,0.13,0.0,0.02,0.2
7713,b'X-Men Origins: Wolverine',b'DS',2009,b'Action',b'Activision',0.15,0.03,0.0,0.02,0.2
7714,b'Jikkyou Powerful Pro Yakyuu 2011',b'PSP',2011,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.2,0.0,0.2
7715,b'DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan',b'DS',2006,b'Misc',b'Shogakukan',0.0,0.0,0.2,0.0,0.2
7716,"b""Baldur's Gate: Dark Alliance""",b'XB',2002,b'Role-Playing',b'Virgin Interactive',0.15,0.04,0.0,0.01,0.2
7717,b'Family Guy',b'PSP',2006,b'Action',b'Take-Two Interactive',0.18,0.0,0.0,0.02,0.2
7718,b'Prince of Persia: Warrior Within',b'GC',2004,b'Action',b'Ubisoft',0.15,0.04,0.0,0.01,0.2
7719,b'UFC: Tapout',b'XB',2002,b'Fighting',b'Crave Entertainment',0.14,0.05,0.0,0.01,0.2
7720,b'Aikatsu! Cinderella Lesson',b'3DS',2012,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.2,0.0,0.2
7721,b'Marvel Super Hero Squad: Comic Combat',b'Wii',2011,b'Action',b'THQ',0.15,0.03,0.0,0.01,0.2
7722,b'Test Drive Unlimited 2',b'PC',2006,b'Racing',b'Atari',0.05,0.11,0.0,0.03,0.2
7723,b'Mega Man Legacy Collection',b'3DS',2016,b'Platform',b'Capcom',0.13,0.0,0.05,0.02,0.2
7724,b'Predator: Concrete Jungle',b'PS2',2005,b'Action',b'Vivendi Games',0.1,0.07,0.0,0.03,0.2
7725,b'Beyblade: Metal Fusion - Battle Fortress',b'Wii',2009,b'Action',b'Konami Digital Entertainment',0.15,0.0,0.03,0.01,0.2
7726,b'WipeOut 3 The Game',b'3DS',2012,b'Action',b'Activision',0.18,0.0,0.0,0.01,0.2
7727,b'Big Mutha Truckers 2',b'PS2',2005,b'Racing',b'Xplosiv',0.1,0.07,0.0,0.03,0.2
7728,b'Shutter Island',b'PC',2009,b'Adventure',b'Merscom LLC',0.0,0.17,0.0,0.03,0.2
7729,b'The Naked Brothers Band: The Video Game',b'DS',2008,b'Misc',b'THQ',0.18,0.0,0.0,0.01,0.2
7730,b'Demon Gaze',b'PSV',2013,b'Role-Playing',b'Nippon Ichi Software',0.06,0.03,0.08,0.02,0.2
7731,b'Zombie Army Trilogy',b'PS4',2015,b'Shooter',b'Rebellion Developments',0.04,0.12,0.0,0.03,0.2
7732,b'NHL FaceOff 2001',b'PS2',2001,b'Sports',b'Sony Computer Entertainment',0.1,0.07,0.0,0.02,0.2
7733,b'Mana Khemia 2: Fall of Alchemy',b'PS2',2008,b'Role-Playing',b'Gust',0.07,0.05,0.05,0.02,0.2
7734,b'The Great Escape',b'PS2',2003,b'Action',b'SCi',0.1,0.07,0.0,0.02,0.2
7735,"b""Dexter's Lab Chess Challenge""",b'GBA',2002,b'Misc',b'BAM! Entertainment',0.14,0.05,0.0,0.0,0.2
7736,b'Nostalgia',b'DS',2008,b'Role-Playing',b'Tecmo Koei',0.16,0.0,0.02,0.01,0.19
7737,b'DiRT Showdown',b'PS3',2012,b'Racing',b'Codemasters',0.02,0.13,0.0,0.04,0.19
7738,b'Iron Chef America: Supreme Cuisine',b'DS',2008,b'Simulation',b'Destineer',0.18,0.0,0.0,0.01,0.19
7739,b'Arcade Shooting Gallery',b'Wii',2008,b'Shooter',b'Zoo Games',0.18,0.0,0.0,0.01,0.19
7740,b'The Rise of the Argonauts',b'PS3',2008,b'Role-Playing',b'Codemasters',0.05,0.12,0.0,0.03,0.19
7741,b'Big Mutha Truckers',b'XB',2002,b'Racing',b'Empire Interactive',0.15,0.04,0.0,0.01,0.19
7742,b'ESA Foundation Compilation',b'PS2',2005,b'Misc',b'Sony Computer Entertainment',0.1,0.07,0.0,0.02,0.19
7743,b'The Hobbit',b'GBA',2003,b'Platform',b'Vivendi Games',0.14,0.05,0.0,0.0,0.19
7744,b'The King of Fighters XI',b'PS2',2006,b'Fighting',b'Ignition Entertainment',0.07,0.06,0.04,0.02,0.19
7745,b'Ninja Gaiden 3',b'WiiU',2012,b'Action',b'Nintendo',0.15,0.03,0.0,0.02,0.19
7746,b'Metro: Last Light',b'PC',2013,b'Action',b'Deep Silver',0.06,0.11,0.0,0.02,0.19
7747,b'Dragon Ball Z: Idainaru Dragon Ball Densetsu',b'PS',1996,b'Fighting',b'Namco Bandai Games',0.0,0.0,0.18,0.01,0.19
7748,b'Silent Hill HD Collection',b'X360',2012,b'Action',b'Konami Digital Entertainment',0.11,0.06,0.01,0.02,0.19
7749,b'Bound By Flame',b'PS4',2014,b'Role-Playing',b'Focus Home Interactive',0.07,0.08,0.0,0.04,0.19
7750,b'Conflict: Denied Ops',b'X360',2008,b'Shooter',b'Eidos Interactive',0.08,0.09,0.0,0.02,0.19
7751,b'Saw II: Flesh & Blood',b'PS3',2010,b'Action',b'Konami Digital Entertainment',0.1,0.07,0.0,0.03,0.19
7752,b'Ice Age: Dawn of the Dinosaurs',b'PS3',2009,b'Action',b'Activision',0.13,0.04,0.0,0.02,0.19
7753,b'Sniper Elite',b'PS2',2005,b'Shooter',b'Ubisoft',0.1,0.07,0.0,0.02,0.19
7754,b'Arc Rise Fantasia',b'Wii',2009,b'Role-Playing',b'Marvelous Interactive',0.13,0.0,0.06,0.01,0.19
7755,"b'Ni Hao, Kai-lan: Super Game Day'",b'Wii',2009,b'Misc',b'Take-Two Interactive',0.18,0.0,0.0,0.01,0.19
7756,b'Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS',b'DS',2005,b'Action',b'Sega',0.0,0.0,0.19,0.0,0.19
7757,b'Dynasty Warriors: Gundam 2',b'X360',2008,b'Action',b'Namco Bandai Games',0.07,0.03,0.08,0.01,0.19
7758,b'Petz Pony: Beauty Pageant',b'DS',2009,b'Simulation',b'Ubisoft',0.18,0.0,0.0,0.01,0.19
7759,b'Parlor! Mini 4',b'SNES',1996,b'Misc',b'Nippon Telenet',0.0,0.0,0.19,0.0,0.19
7760,b'Breath of Fire II',b'GBA',2001,b'Role-Playing',b'Ubisoft',0.14,0.05,0.0,0.0,0.19
7761,b'The Spiderwick Chronicles',b'Wii',2008,b'Action',b'Vivendi Games',0.17,0.01,0.0,0.01,0.19
7762,b'Danganronpa 2: Goodbye Despair',b'PSP',2012,b'Misc',b'Spike',0.0,0.0,0.19,0.0,0.19
7763,b'Aliens vs Predator',b'PC',2010,b'Shooter',b'Sega',0.0,0.17,0.0,0.02,0.19
7764,b'Ice Age 2: The Meltdown',b'GC',2006,b'Platform',b'Vivendi Games',0.15,0.04,0.0,0.01,0.19
7765,b'Steins;Gate',b'PSP',2011,b'Adventure',b'Kadokawa Shoten',0.0,0.0,0.19,0.0,0.19
7766,b'Enchanted Arms',b'X360',2006,b'Role-Playing',b'Ubisoft',0.16,0.02,0.0,0.02,0.19
7767,b'Dinotopia: The Timestone Pirates',b'GBA',2002,b'Action',b'TDK Core',0.14,0.05,0.0,0.0,0.19
7768,b'Power Pro Kun Pocket 12',b'DS',2009,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7769,b'J-League Jikkyou Winning Eleven 3',b'PS',1997,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.18,0.01,0.19
7770,b'The Sims 4: Get Together',b'PC',2015,b'Simulation',b'Electronic Arts',0.05,0.13,0.0,0.01,0.19
7771,b'Jissen Pachi-Slot Hisshouhou',b'SNES',1993,b'Misc',b'Sammy Corporation',0.0,0.0,0.19,0.0,0.19
7772,b'Pac-Man & Galaga Dimensions',b'3DS',2011,b'Misc',b'Namco Bandai Games',0.1,0.04,0.04,0.01,0.19
7773,b'Quantum Theory',b'PS3',2010,b'Shooter',b'Tecmo Koei',0.05,0.09,0.02,0.03,0.19
7774,b'Manhunt',b'XB',2004,b'Action',b'Take-Two Interactive',0.14,0.04,0.0,0.01,0.19
7775,b'NCAA Final Four 2003',b'PS2',2002,b'Sports',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7776,b'Air Conflicts: Secret Wars',b'PS3',2011,b'Simulation',b'bitComposer Games',0.1,0.06,0.0,0.03,0.19
7777,b'Rio',b'Wii',2011,b'Misc',b'THQ',0.14,0.04,0.0,0.01,0.19
7778,b'Dream Salon',b'DS',2009,b'Misc',b'Zoo Digital Publishing',0.18,0.0,0.0,0.01,0.19
7779,b'Scene It? Twilight',b'DS',2010,b'Misc',b'Konami Digital Entertainment',0.11,0.07,0.0,0.02,0.19
7780,b'Disgaea DS',b'DS',2008,b'Role-Playing',b'Square Enix',0.11,0.02,0.05,0.01,0.19
7781,"b""Peter Jackson's King Kong: The Official Game of the Movie""",b'PSP',2005,b'Action',b'Ubisoft',0.16,0.01,0.0,0.02,0.19
7782,b'Space Invaders Extreme 2',b'DS',2009,b'Shooter',b'Square Enix',0.17,0.01,0.0,0.01,0.19
7783,b'X-Men Origins: Wolverine',b'PSP',2009,b'Action',b'Activision',0.13,0.03,0.0,0.03,0.19
7784,b'Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken',b'3DS',2015,b'Action',b'Capcom',0.0,0.0,0.19,0.0,0.19
7785,b'Mystery Tales of Time Travel',b'DS',2010,b'Puzzle',b'Foreign Media Games',0.01,0.16,0.0,0.02,0.19
7786,"b""J-League Excite Stage '96""",b'SNES',1996,b'Sports',b'Epoch',0.0,0.0,0.19,0.0,0.19
7787,b'Risen',b'X360',2009,b'Role-Playing',b'Deep Silver',0.07,0.11,0.0,0.01,0.19
7788,b'Hidden Mysteries: Vampire Secrets',b'DS',2010,b'Adventure',b'Astragon',0.06,0.11,0.0,0.02,0.19
7789,b'New Love Plus',b'3DS',2012,b'Simulation',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7790,b'Final Fantasy XI',b'X360',2006,b'Role-Playing',b'Square Enix',0.17,0.01,0.0,0.01,0.19
7791,b'Breath of Fire: Dragon Quarter',b'PS2',2002,b'Role-Playing',b'Capcom',0.09,0.07,0.0,0.02,0.19
7792,b'Jikkyou J-League Perfect Striker',b'N64',1996,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7793,"b""Dante's Inferno""",b'PSP',2010,b'Action',b'Electronic Arts',0.12,0.03,0.01,0.03,0.19
7794,b'Shrek: Forever After',b'PS3',2010,b'Platform',b'Activision',0.16,0.02,0.0,0.02,0.19
7795,b'Rock Band Country Track Pack',b'PS3',2009,b'Misc',b'MTV Games',0.18,0.0,0.0,0.01,0.19
7796,b'Super Robot Taisen: Scramble Commander',b'PS2',2003,b'Strategy',b'Banpresto',0.0,0.0,0.19,0.0,0.19
7797,b'Re-Volt',b'PS',1998,b'Racing',b'Acclaim Entertainment',0.11,0.07,0.0,0.01,0.19
7798,b'Conception II: Children of the Seven Stars',b'PSV',2013,b'Role-Playing',b'Screenlife',0.13,0.0,0.04,0.02,0.19
7799,b'Descent',b'PS',1996,b'Shooter',b'Interplay',0.11,0.07,0.0,0.01,0.19
7800,b'Supreme Commander 2',b'PC',2010,b'Strategy',b'Square Enix',0.0,0.15,0.0,0.04,0.19
7801,b'DanceMasters',b'X360',2010,b'Misc',b'Konami Digital Entertainment',0.15,0.02,0.02,0.01,0.19
7802,b'50 Cent: Blood on the Sand',b'PS3',2009,b'Shooter',b'THQ',0.1,0.06,0.01,0.03,0.19
7803,"b""Disney's Magical Mirror Starring Mickey Mouse""",b'GC',2002,b'Adventure',b'Nintendo',0.15,0.04,0.0,0.01,0.19
7804,b'Need for Speed: The Run',b'3DS',2011,b'Action',b'Electronic Arts',0.09,0.09,0.0,0.02,0.19
7805,b'Jeep Thrills',b'Wii',2008,b'Racing',b'Zoo Digital Publishing',0.18,0.0,0.0,0.01,0.19
7806,b'Conflict: Denied Ops',b'PS3',2008,b'Shooter',b'Eidos Interactive',0.05,0.1,0.0,0.03,0.19
7807,b'FaceBreaker',b'X360',2008,b'Fighting',b'Electronic Arts',0.15,0.02,0.0,0.02,0.19
7808,b'Major League Baseball 2K12',b'PS3',2012,b'Sports',b'Take-Two Interactive',0.18,0.0,0.0,0.01,0.19
7809,b'Might & Magic: Clash of Heroes',b'DS',2009,b'Role-Playing',b'Ubisoft',0.16,0.02,0.0,0.01,0.19
7810,b'Avatar: The Last Airbender - Into the Inferno',b'Wii',2008,b'Adventure',b'THQ',0.17,0.01,0.0,0.01,0.19
7811,b'IHRA Professional Drag Racing 2005',b'PS2',2004,b'Racing',b'Bethesda Softworks',0.09,0.07,0.0,0.02,0.19
7812,b'Mace Griffin: Bounty Hunter',b'PS2',2003,b'Shooter',b'Electronic Arts',0.09,0.07,0.0,0.02,0.19
7813,b'Legacy of Kain: Defiance',b'XB',2003,b'Action',b'Eidos Interactive',0.14,0.04,0.0,0.01,0.19
7814,b'Story of Seasons: Good Friends of the Three Villages',b'3DS',2016,b'Simulation',b'Marvelous Interactive',0.0,0.0,0.19,0.0,0.19
7815,b'Chaotic: Shadow Warriors',b'Wii',2009,b'Action',b'Activision',0.18,0.0,0.0,0.01,0.19
7816,b'Majin and the Forsaken Kingdom',b'X360',2010,b'Adventure',b'Namco Bandai Games',0.14,0.03,0.0,0.01,0.19
7817,b'Trivial Pursuit unhinged',b'PS2',2004,b'Misc',b'Atari',0.09,0.07,0.0,0.02,0.19
7818,b'Tales of the World: Narikiri Dungeon 2',b'GBA',2002,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7819,b'Spider-Man: Shattered Dimensions',b'DS',2010,b'Action',b'Activision',0.17,0.01,0.0,0.01,0.19
7820,b'Aliens versus Predator: Extinction',b'PS2',2003,b'Strategy',b'Electronic Arts',0.09,0.07,0.0,0.02,0.19
7821,b'Plants vs. Zombies',b'PS3',2011,b'Strategy',b'PopCap Games',0.18,0.0,0.0,0.01,0.19
7822,b'NBA Live 14',b'XOne',2013,b'Sports',b'Electronic Arts',0.16,0.02,0.0,0.01,0.19
7823,b'Silent Scope 2: Dark Silhouette',b'PS2',2001,b'Shooter',b'Konami Digital Entertainment',0.09,0.07,0.0,0.02,0.19
7824,b'Dave Mirra Freestyle BMX 2',b'GBA',2001,b'Sports',b'Acclaim Entertainment',0.14,0.05,0.0,0.0,0.19
7825,"b""Jikkyou Powerful Pro Yakyuu '96 Kaimakuban""",b'SNES',1996,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7826,"b""Tokimeki Memorial Girl's Side 3rd Story""",b'DS',2010,b'Adventure',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7827,b'NHL Hitz Pro',b'PS2',2003,b'Sports',b'Midway Games',0.09,0.07,0.0,0.02,0.19
7828,"b""Tom Clancy's Splinter Cell: Blacklist""",b'PC',2013,b'Action',b'Ubisoft',0.04,0.13,0.0,0.03,0.19
7829,b'Allied General',b'PS',1996,b'Strategy',b'SSI',0.11,0.07,0.0,0.01,0.19
7830,b'Fire ProWrestling G',b'PS',1999,b'Fighting',b'Human Entertainment',0.0,0.0,0.18,0.01,0.19
7831,b'Kamen Rider: Battride War',b'PS3',2013,b'Action',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7832,b'Binary Domain',b'X360',2012,b'Action',b'Sega',0.09,0.07,0.02,0.02,0.19
7833,b'IL-2 Sturmovik: Birds of Prey',b'PSP',2009,b'Simulation',b'505 Games',0.08,0.07,0.0,0.04,0.19
7834,b'Farming Simulator 2015',b'XOne',2015,b'Simulation',b'Koch Media',0.1,0.07,0.0,0.02,0.19
7835,b'Armored Core: For Answer',b'PS3',2008,b'Simulation',b'Ubisoft',0.06,0.02,0.1,0.01,0.19
7836,b'Mahjong: Journey Quest for Tikal',b'DS',2008,b'Puzzle',b'Rondomedia',0.15,0.03,0.0,0.01,0.19
7837,b'uDraw Studio: Instant Artist',b'Wii',2011,b'Misc',b'THQ',0.08,0.09,0.0,0.02,0.19
7838,b'Naruto: Ninja Destiny',b'DS',2006,b'Fighting',b'Namco Bandai Games',0.02,0.01,0.16,0.0,0.19
7839,b'GunGriffon',b'SAT',1995,b'Simulation',b'Sega',0.0,0.0,0.19,0.0,0.19
7840,b'SingStar Pop Vol.2',b'PS2',2008,b'Misc',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7841,b'SNK Arcade Classics Vol. 1',b'PS2',2008,b'Misc',b'Ignition Entertainment',0.09,0.07,0.0,0.02,0.19
7842,b'Darkstalkers 3',b'PS',1998,b'Fighting',b'Capcom',0.11,0.07,0.0,0.01,0.19
7843,"b""SpongeBob's Surf & Skate Roadtrip""",b'X360',2011,b'Action',b'THQ',0.15,0.03,0.0,0.01,0.19
7844,b'Frequency',b'PS2',2001,b'Misc',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7845,b'Death Jr.',b'PSP',2005,b'Platform',b'Konami Digital Entertainment',0.17,0.0,0.0,0.01,0.19
7846,b'Cars: Race-O-Rama',b'PS3',2009,b'Racing',b'THQ',0.14,0.03,0.0,0.02,0.19
7847,b'Inazuma Eleven Strikers 2012 Xtreme',b'Wii',2011,b'Role-Playing',b'Level 5',0.0,0.0,0.19,0.0,0.19
7848,b'The Polar Express',b'GBA',2004,b'Adventure',b'THQ',0.14,0.05,0.0,0.0,0.19
7849,b'2002 FIFA World Cup',b'XB',2002,b'Sports',b'Electronic Arts',0.14,0.04,0.0,0.01,0.19
7850,b'Kan Colle Kai',b'PSV',2016,b'Action',b'Kadokawa Games',0.0,0.0,0.19,0.0,0.19
7851,b'SpongeBob SquigglePants 3D',b'3DS',2011,b'Misc',b'THQ',0.13,0.05,0.0,0.02,0.19
7852,b'Jampack: Summer 2003 (RP-T)',b'PS2',2003,b'Misc',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7853,b'Need for Speed: Shift 2 Unleashed',b'PC',2011,b'Racing',b'Electronic Arts',0.05,0.11,0.0,0.03,0.19
7854,b'Monster 4x4: Stunt Racer',b'Wii',2009,b'Racing',b'Ubisoft',0.18,0.0,0.0,0.01,0.19
7855,"b""Frogger's Adventures 2: The Lost Wand""",b'GBA',2002,b'Adventure',b'Konami Digital Entertainment',0.14,0.05,0.0,0.0,0.19
7856,b'Sudeki',b'XB',2004,b'Role-Playing',b'Microsoft Game Studios',0.14,0.04,0.0,0.01,0.19
7857,b'Rango: The Video Game',b'PS3',2011,b'Action',b'Electronic Arts',0.07,0.09,0.0,0.04,0.19
7858,b'The Amazing Spider-Man (Console Version)',b'3DS',2012,b'Action',b'Activision',0.15,0.03,0.0,0.01,0.19
7859,"b'Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu'",b'PSP',2009,b'Adventure',b'Sony Computer Entertainment',0.0,0.0,0.19,0.0,0.19
7860,b'Hyperdevotion Noire: Goddess Black Heart',b'PSV',2014,b'Role-Playing',b'Idea Factory',0.08,0.02,0.06,0.03,0.19
7861,b'Hexen',b'N64',1996,b'Shooter',b'GT Interactive',0.15,0.04,0.0,0.0,0.19
7862,b'Mace: The Dark Age',b'N64',1997,b'Fighting',b'GT Interactive',0.15,0.04,0.0,0.0,0.19
7863,b'AeroFighters Assault',b'N64',1997,b'Action',b'Video System',0.15,0.04,0.0,0.0,0.19
7864,b'Puyo Puyo Sun 64',b'N64',1997,b'Puzzle',b'Compile',0.0,0.0,0.16,0.03,0.19
7865,b'Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)',b'N64',1996,b'Sports',b'Imagineer',0.0,0.0,0.19,0.0,0.19
7866,b'Quake',b'N64',1998,b'Shooter',b'GT Interactive',0.15,0.04,0.0,0.0,0.19
7867,"b""Sesame Street: Elmo's Number Journey""",b'N64',1999,b'Misc',b'NewKidCo',0.15,0.04,0.0,0.0,0.19
7868,b'Disney Magic World 2',b'3DS',2015,b'Action',b'Nintendo',0.0,0.0,0.19,0.0,0.19
7869,b'Squeeballs Party',b'Wii',2009,b'Puzzle',b'Performance Designed Products',0.18,0.0,0.0,0.01,0.19
7870,b'Tottadoo! Yoiko no Mujintou Seikatsu',b'DS',2008,b'Adventure',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7871,"b""Where's Waldo? The Fantastic Journey""",b'Wii',2009,b'Adventure',b'Ubisoft',0.18,0.0,0.0,0.01,0.19
7872,b'Family Game Night 4: The Game Show',b'Wii',2011,b'Misc',b'Electronic Arts',0.13,0.04,0.0,0.01,0.19
7873,b'Teenage Mutant Ninja Turtles 2: Battle Nexus',b'GC',2004,b'Action',b'Konami Digital Entertainment',0.15,0.04,0.0,0.01,0.19
7874,b'Saints Row IV',b'PC',2013,b'Action',b'Deep Silver',0.11,0.06,0.0,0.02,0.19
7875,b'Fighter Within',b'XOne',2013,b'Fighting',b'Ubisoft',0.11,0.07,0.0,0.02,0.19
7876,b'Barbie Horse Adventures: Riding Camp',b'PS2',2008,b'Sports',b'Activision',0.09,0.07,0.0,0.02,0.19
7877,b'SSX Tricky',b'GBA',2002,b'Sports',b'Electronic Arts',0.14,0.05,0.0,0.0,0.19
7878,b'Kenka Banchou 4: Ichinen Sensou',b'PSP',2010,b'Action',b'Spike',0.0,0.0,0.19,0.0,0.19
7879,b'Warhammer: Shadow of the Horned Rat',b'PS',1996,b'Strategy',b'Mindscape',0.11,0.07,0.0,0.01,0.19
7880,b'Shadows of the Damned',b'X360',2011,b'Action',b'Electronic Arts',0.1,0.06,0.01,0.02,0.19
7881,b'NBA 2K11',b'PC',2010,b'Action',b'Take-Two Interactive',0.18,0.0,0.0,0.01,0.19
7882,b'Pro Yakyuu Team o Tsukurou!',b'DS',2008,b'Sports',b'Sega',0.0,0.0,0.19,0.0,0.19
7883,b'Warriors: Legends of Troy',b'PS3',2011,b'Action',b'Tecmo Koei',0.06,0.05,0.07,0.02,0.19
7884,b'Jeopardy!',b'DS',2010,b'Misc',b'THQ',0.18,0.0,0.0,0.01,0.19
7885,b'ESPN International Track & Field',b'PS2',2000,b'Sports',b'Konami Digital Entertainment',0.09,0.07,0.0,0.02,0.19
7886,b'Lunar Legend',b'GBA',2002,b'Role-Playing',b'Media Rings',0.14,0.05,0.0,0.0,0.19
7887,b'Conflict: Global Terror',b'PS2',2005,b'Shooter',b'Eidos Interactive',0.09,0.07,0.0,0.02,0.19
7888,b'Valhalla Knights 3',b'PSV',2013,b'Role-Playing',b'Xseed Games',0.04,0.01,0.12,0.01,0.19
7889,b'Tamagotchi Party On!',b'Wii',2006,b'Misc',b'Namco Bandai Games',0.12,0.0,0.06,0.01,0.19
7890,b'Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion',b'PS2',2006,b'Misc',b'D3Publisher',0.0,0.0,0.19,0.0,0.19
7891,b'Brunswick Pro Bowling',b'PS3',2010,b'Sports',b'505 Games',0.1,0.06,0.0,0.03,0.19
7892,b'Shaun White Skateboarding',b'PS3',2010,b'Sports',b'Ubisoft',0.11,0.05,0.0,0.03,0.19
7893,b'Hulk',b'GC',2003,b'Action',b'Universal Interactive',0.15,0.04,0.0,0.01,0.19
7894,b'The Heavy Rain and Beyond: Two Souls Collection',b'PS4',2016,b'Action',b'Sony Computer Entertainment',0.0,0.16,0.0,0.03,0.19
7895,"b""Cabela's Survival: Shadows of Katmai""",b'PS3',2011,b'Sports',b'Activision',0.11,0.05,0.0,0.03,0.19
7896,b'Shaun White Skateboarding',b'Wii',2010,b'Sports',b'Ubisoft',0.14,0.03,0.0,0.01,0.19
